"position","const","created","modified","description","Title","Title type","Directors","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"117","tt0387898","Thu Oct  4 09:06:44 2012","Thu Oct  4 09:06:44 2012","","Caché (Hidden)","Feature Film","Michael Haneke","7.3","117","2005","drama, mystery, thriller","32931","2005-05-14","http://www.imdb.com/title/tt0387898/"
"118","tt0366627","Sat Mar 10 02:55:31 2012","Sat Mar 10 02:55:31 2012","","The Jacket","Feature Film","John Maybury","7.0","103","2005","drama, mystery, sci_fi, thriller","59841","2005-01-23","http://www.imdb.com/title/tt0366627/"
"119","tt0396171","Sat Mar 10 03:16:23 2012","Sat Mar 10 03:16:23 2012","","Perfume: The Story of a Murderer","Feature Film","Tom Tykwer","7.5","147","2006","drama, fantasy","105968","2006-09-07","http://www.imdb.com/title/tt0396171/"
"120","tt0450340","Thu Oct 25 09:14:07 2012","Thu Oct 25 09:14:07 2012","","Unknown","Feature Film","Simon Brand","6.5","85","2006","crime, drama, mystery, thriller","18051","2006-11-01","http://www.imdb.com/title/tt0450340/"
"121","tt0482571","Sat Mar 10 03:18:00 2012","Sat Mar 10 03:18:00 2012","","The Prestige","Feature Film","Christopher Nolan","8.5","130","2006","drama, mystery, thriller","386516","2006-10-17","http://www.imdb.com/title/tt0482571/"
"122","tt1016301","Thu Oct 25 09:13:46 2012","Thu Oct 25 09:13:46 2012","","Fermat's Room","Feature Film","Luis Piedrahita, Rodrigo Sopeña","6.7","88","2007","mystery, thriller","5605","2007-10-07","http://www.imdb.com/title/tt1016301/"
"123","tt0450385","Sat Mar 10 03:40:49 2012","Sat Mar 10 03:40:49 2012","","1408","Feature Film","Mikael Håfström","6.8","104","2007","horror, thriller","127024","2007-06-12","http://www.imdb.com/title/tt0450385/"
"124","tt0292963","Fri Jun 22 10:14:14 2012","Fri Jun 22 10:14:14 2012","","Before the Devil Knows You're Dead","Feature Film","Sidney Lumet","7.3","117","2007","crime, drama, thriller","56831","2007-09-06","http://www.imdb.com/title/tt0292963/"
"125","tt0480669","Fri Sep  7 09:07:53 2012","Fri Sep  7 09:07:53 2012","","Timecrimes","Feature Film","Nacho Vigalondo","7.2","92","2007","drama, mystery, sci_fi, thriller","17225","2007-09-20","http://www.imdb.com/title/tt0480669/"
"126","tt0443706","Sat Mar 10 03:07:18 2012","Sat Mar 10 03:07:18 2012","","Zodiac","Feature Film","David Fincher","7.7","157","2007","crime, drama, history, mystery, thriller","154503","2007-03-02","http://www.imdb.com/title/tt0443706/"
"127","tt0961728","Thu Oct 25 09:13:53 2012","Thu Oct 25 09:13:53 2012","","The Escapist","Feature Film","Rupert Wyatt","6.8","102","2008","crime, drama, thriller","10315","2008-01-21","http://www.imdb.com/title/tt0961728/"
"128","tt0780536","Sat Mar 10 02:58:19 2012","Sat Mar 10 02:58:19 2012","","In Bruges","Feature Film","Martin McDonagh","8.0","107","2008","comedy, crime, drama, thriller","181957","2008-01-17","http://www.imdb.com/title/tt0780536/"
"129","tt1182345","Thu Oct 25 09:11:28 2012","Thu Oct 25 09:11:28 2012","","Moon","Feature Film","Duncan Jones","8.0","97","2009","drama, sci_fi","129558","2009-01-23","http://www.imdb.com/title/tt1182345/"
"130","tt1258197","Thu Oct 11 08:23:44 2012","Thu Oct 11 08:23:44 2012","","Exam","Feature Film","Stuart Hazeldine","6.8","101","2009","mystery, thriller","21182","2009-06","http://www.imdb.com/title/tt1258197/"
"131","tt1139328","Sat Mar 10 03:14:00 2012","Sat Mar 10 03:14:00 2012","","The Ghost Writer","Feature Film","Roman Polanski","7.3","128","2010","mystery, thriller","80709","2010-02-12","http://www.imdb.com/title/tt1139328/"
"132","tt1130884","Sat Mar 10 02:52:24 2012","Sat Mar 10 02:52:24 2012","","Shutter Island","Feature Film","Martin Scorsese","8.0","138","2010","mystery, thriller","322940","2010-02-13","http://www.imdb.com/title/tt1130884/"
"133","tt1590089","Thu Oct  4 09:10:44 2012","Thu Oct  4 09:10:44 2012","","Confessions","Feature Film","Tetsuya Nakashima","7.8","106","2010","drama, mystery, thriller","11698","2010-06-05","http://www.imdb.com/title/tt1590089/"
"134","tt1314655","Thu Oct 25 09:13:18 2012","Thu Oct 25 09:13:18 2012","","Devil","Feature Film","John Erick Dowdle","6.3","80","2010","horror, mystery, thriller","59690","2010-09-16","http://www.imdb.com/title/tt1314655/"
"135","tt0947798","Sat Mar 10 02:52:32 2012","Sat Mar 10 02:52:32 2012","","Black Swan","Feature Film","Darren Aronofsky","8.1","108","2010","drama, mystery, thriller","286208","2010-09-01","http://www.imdb.com/title/tt0947798/"
"136","tt1588170","Thu Oct 25 09:12:49 2012","Thu Oct 25 09:12:49 2012","","I Saw the Devil","Feature Film","Jee-woon Kim","7.8","141","2010","crime, drama, thriller","30300","2010-08-12","http://www.imdb.com/title/tt1588170/"
"137","tt1242460","Sat Mar 10 03:17:28 2012","Sat Mar 10 03:17:28 2012","","We Need to Talk About Kevin","Feature Film","Lynne Ramsay","7.5","112","2011","drama, thriller","36877","2011-05-12","http://www.imdb.com/title/tt1242460/"
"138","tt1568346","Sun Jun 10 03:20:47 2012","Sun Jun 10 03:20:47 2012","","The Girl with the Dragon Tattoo","Feature Film","David Fincher","7.9","158","2011","crime, drama, mystery, thriller","158249","2011-12-12","http://www.imdb.com/title/tt1568346/"
